image_id,group_id,dataset,folder,x,y,z,image_no,image_path,best_z,is_best,signed_z_offset,z_offset,signed_z_distance,z_distance,z_prior_score,read_error,signal,snr,sharpness,contrast,saturation,background,background_std,foreground_ratio,signal_utility,snr_utility,sharpness_utility,contrast_utility,saturation_utility,background_utility,objective_score,objective_level,combined_score,combined_level,score_method_version
2022-01-12-New01_6_40262_52395_Z04,2022-01-12-New01_6_40262_52395,2022-01-12-New01,6,40262,52395,1379028,4,"D:\Microscopic Image\原始数据集\2022-01-12-New01\6\2022-01-12-12-06-10.752-40262,52395,1379028.tif",1379178,False,-150,150,-3,3,74.0,,43.60817337036133,33.13064389100897,460.91474916658177,11.634080019591549,0.00014361213235294118,28.294828414916992,1.316248893737793,0.19235728145424835,40.0,40.0,60.0,40.0,10.0,70.0,43.333333333333336,异常,64.8,差,z_prior_plus_fov_ranked_metrics_v2
2022-01-12-New01_6_40262_52395_Z05,2022-01-12-New01_6_40262_52395,2022-01-12-New01,6,40262,52395,1379078,5,"D:\Microscopic Image\原始数据集\2022-01-12-New01\6\2022-01-12-12-06-09.718-40262,52395,1379078.tif",1379178,False,-100,100,-2,2,82.0,,44.1449089050293,33.816440363413584,577.0575198927801,12.11115653684475,0.00014042075163398692,28.334672927856445,1.3054274320602417,0.19254876429738563,70.0,50.0,70.0,60.0,20.0,60.0,55.0,差,73.9,中,z_prior_plus_fov_ranked_metrics_v2
2022-01-12-New01_6_40262_52395_Z06,2022-01-12-New01_6_40262_52395,2022-01-12-New01,6,40262,52395,1379128,6,"D:\Microscopic Image\原始数据集\2022-01-12-New01\6\2022-01-12-12-06-08.687-40262,52395,1379128.tif",1379178,False,-50,50,-1,1,90.0,,44.46549606323242,34.26874613159677,715.7615178182965,12.412017317216828,0.00013403799019607844,28.360252380371094,1.297552466392517,0.19464550142973855,90.0,60.0,80.0,80.0,40.0,50.0,66.66666666666667,差,83.0,良,z_prior_plus_fov_ranked_metrics_v2
2022-01-12-New01_6_40262_52395_Z07,2022-01-12-New01_6_40262_52395,2022-01-12-New01,6,40262,52395,1379178,7,"D:\Microscopic Image\原始数据集\2022-01-12-New01\6\2022-01-12-12-06-07.658-40262,52395,1379178.tif",1379178,True,0,0,0,0,100.0,,44.60625457763672,34.64184274150432,943.7223271250397,12.596794431151556,0.00015318627450980392,28.386106491088867,1.287640929222107,0.19955703635620914,100.0,90.0,100.0,100.0,0.0,40.0,71.66666666666667,中,91.5,优,z_prior_plus_fov_ranked_metrics_v2
2022-01-12-New01_6_40262_52395_Z08,2022-01-12-New01_6_40262_52395,2022-01-12-New01,6,40262,52395,1379228,8,"D:\Microscopic Image\原始数据集\2022-01-12-New01\6\2022-01-12-12-06-06.626-40262,52395,1379228.tif",1379178,False,50,50,1,1,90.0,,44.37632751464844,34.738393375644634,835.8728189895411,12.49532907470541,0.00013722937091503268,28.41425323486328,1.277443289756775,0.2088950163398693,80.0,100.0,90.0,90.0,30.0,30.0,70.0,中,84.0,良,z_prior_plus_fov_ranked_metrics_v2
2022-01-12-New01_6_40262_52395_Z09,2022-01-12-New01_6_40262_52395,2022-01-12-New01,6,40262,52395,1379278,9,"D:\Microscopic Image\原始数据集\2022-01-12-New01\6\2022-01-12-12-06-05.593-40262,52395,1379278.tif",1379178,False,100,100,2,2,82.0,,43.84001159667969,34.625232509749495,366.4339505384558,12.16422014375213,6.382761437908497e-05,28.438539505004883,1.2661290168762207,0.2208020578022876,60.0,80.0,50.0,70.0,60.0,20.0,56.666666666666664,差,74.4,中,z_prior_plus_fov_ranked_metrics_v2
2022-01-12-New01_6_40262_52395_Z10,2022-01-12-New01_6_40262_52395,2022-01-12-New01,6,40262,52395,1379328,10,"D:\Microscopic Image\原始数据集\2022-01-12-New01\6\2022-01-12-12-06-04.562-40262,52395,1379328.tif",1379178,False,150,150,3,3,74.0,,43.15985107421875,34.52931000905456,74.65808051874357,11.741680134694906,0.0,28.48335838317871,1.249948263168335,0.23424415339052287,30.0,70.0,20.0,50.0,95.0,10.0,45.833333333333336,异常,65.55,差,z_prior_plus_fov_ranked_metrics_v2
2022-01-12-New01_6_40262_52395_Z11,2022-01-12-New01_6_40262_52395,2022-01-12-New01,6,40262,52395,1379378,11,"D:\Microscopic Image\原始数据集\2022-01-12-New01\6\2022-01-12-12-06-03.515-40262,52395,1379378.tif",1379178,False,200,200,4,4,62.0,,43.643798828125,30.116812133766718,37.71141524379685,10.121712615054,0.0,28.97591209411621,1.4491506814956665,0.21800321691176472,50.0,0.0,0.0,10.0,95.0,0.0,25.833333333333332,异常,51.15,差,z_prior_plus_fov_ranked_metrics_v2
2022-01-12-New01_6_40710_51321_Z01,2022-01-12-New01_6_40710_51321,2022-01-12-New01,6,40710,51321,1378878,1,"D:\Microscopic Image\原始数据集\2022-01-12-New01\6\2022-01-12-12-05-17.468-40710,51321,1378878.tif",1379128,False,-250,250,-5,5,50.0,,41.65238952636719,35.07497462525637,150.20752610143273,11.291560647870835,9.574142156862745e-06,28.243385314941406,1.187524437904358,0.16502629697712418,10.0,0.0,30.0,0.0,70.0,50.0,26.666666666666668,异常,43.0,异常,z_prior_plus_fov_ranked_metrics_v2
2022-01-12-New01_6_40710_51321_Z02,2022-01-12-New01_6_40710_51321,2022-01-12-New01,6,40710,51321,1378928,2,"D:\Microscopic Image\原始数据集\2022-01-12-New01\6\2022-01-12-12-05-16.437-40710,51321,1378928.tif",1379128,False,-200,200,-4,4,62.0,,42.498130798339844,35.711414635182265,322.3104230996291,11.994668834126514,5.744485294117647e-05,28.223955154418945,1.190043330192566,0.16209022671568626,60.0,10.0,50.0,30.0,50.0,70.0,45.0,异常,56.9,差,z_prior_plus_fov_ranked_metrics_v2
2022-01-12-New01_6_40710_51321_Z03,2022-01-12-New01_6_40710_51321,2022-01-12-New01,6,40710,51321,1378978,3,"D:\Microscopic Image\原始数据集\2022-01-12-New01\6\2022-01-12-12-05-15.407-40710,51321,1378978.tif",1379128,False,-150,150,-3,3,74.0,,43.218387603759766,36.30029805841497,484.2470785242626,12.598386912023505,8.297589869281046e-05,28.21900749206543,1.1905794143676758,0.16104026245915032,80.0,20.0,60.0,50.0,25.0,80.0,52.5,差,67.55,差,z_prior_plus_fov_ranked_metrics_v2
2022-01-12-New01_6_40710_51321_Z04,2022-01-12-New01_6_40710_51321,2022-01-12-New01,6,40710,51321,1379028,4,"D:\Microscopic Image\原始数据集\2022-01-12-New01\6\2022-01-12-12-05-14.375-40710,51321,1379028.tif",1379128,False,-100,100,-2,2,82.0,,43.65863800048828,36.833956074448935,666.6783994606069,13.017900567733518,0.00011488970588235294,28.228750228881836,1.1852823495864868,0.16313061683006536,100.0,30.0,100.0,80.0,0.0,60.0,61.666666666666664,差,75.9,中,z_prior_plus_fov_ranked_metrics_v2
2022-01-12-New01_6_40710_51321_Z05,2022-01-12-New01_6_40710_51321,2022-01-12-New01,6,40710,51321,1379078,5,"D:\Microscopic Image\原始数据集\2022-01-12-New01\6\2022-01-12-12-05-13.343-40710,51321,1379078.tif",1379128,False,-50,50,-1,1,90.0,,42.378944396972656,42.378944396972656,607.3294899695616,14.483325958251953,8.297589869281046e-05,27.895618438720703,0.9701942801475525,0.20237502553104575,30.0,90.0,80.0,90.0,25.0,100.0,69.16666666666667,差,83.75,良,z_prior_plus_fov_ranked_metrics_v2
2022-01-12-New01_6_40710_51321_Z06,2022-01-12-New01_6_40710_51321,2022-01-12-New01,6,40710,51321,1379128,6,"D:\Microscopic Image\原始数据集\2022-01-12-New01\6\2022-01-12-12-05-12.312-40710,51321,1379128.tif",1379128,True,0,0,0,0,100.0,,42.4033203125,42.4033203125,607.7361631912406,14.488964080810547,8.616727941176471e-05,27.914356231689453,0.967312216758728,0.2122204350490196,50.0,100.0,90.0,100.0,10.0,90.0,73.33333333333333,中,92.0,优,z_prior_plus_fov_ranked_metrics_v2
2022-01-12-New01_6_40710_51321_Z07,2022-01-12-New01_6_40710_51321,2022-01-12-New01,6,40710,51321,1379178,7,"D:\Microscopic Image\原始数据集\2022-01-12-New01\6\2022-01-12-12-05-11.281-40710,51321,1379178.tif",1379128,False,50,50,1,1,90.0,,43.41764831542969,36.94361288924756,566.6618530648431,12.8710884548329,6.382761437908497e-05,28.291017532348633,1.1752409934997559,0.18940525428921567,90.0,40.0,70.0,70.0,40.0,40.0,58.333333333333336,差,80.5,良,z_prior_plus_fov_ranked_metrics_v2
2022-01-12-New01_6_40710_51321_Z08,2022-01-12-New01_6_40710_51321,2022-01-12-New01,6,40710,51321,1379228,8,"D:\Microscopic Image\原始数据集\2022-01-12-New01\6\2022-01-12-12-05-10.251-40710,51321,1379228.tif",1379128,False,100,100,2,2,82.0,,42.95759582519531,37.0275520234047,196.54566776075168,12.60056090888036,2.2339665032679737e-05,28.339027404785156,1.1601521968841553,0.19771560968137256,70.0,50.0,40.0,60.0,60.0,30.0,51.666666666666664,差,72.9,中,z_prior_plus_fov_ranked_metrics_v2
2022-01-12-New01_6_40710_51321_Z09,2022-01-12-New01_6_40710_51321,2022-01-12-New01,6,40710,51321,1379278,9,"D:\Microscopic Image\原始数据集\2022-01-12-New01\6\2022-01-12-12-05-09.218-40710,51321,1379278.tif",1379128,False,150,150,3,3,74.0,,42.398399353027344,37.144075821365576,54.78622515400269,12.252662830593438,0.0,28.412500381469727,1.1414579153060913,0.20619829963235295,40.0,60.0,20.0,40.0,90.0,20.0,45.0,异常,65.3,差,z_prior_plus_fov_ranked_metrics_v2
2022-01-12-New01_6_40710_51321_Z10,2022-01-12-New01_6_40710_51321,2022-01-12-New01,6,40710,51321,1379328,10,"D:\Microscopic Image\原始数据集\2022-01-12-New01\6\2022-01-12-12-05-08.187-40710,51321,1379328.tif",1379128,False,200,200,4,4,62.0,,41.691062927246094,37.32744171729507,23.417575933631134,11.819126533768031,0.0,28.490266799926758,1.116901159286499,0.21768727022058823,20.0,70.0,10.0,20.0,90.0,10.0,36.666666666666664,异常,54.4,差,z_prior_plus_fov_ranked_metrics_v2
2022-01-12-New01_6_40710_51321_Z11,2022-01-12-New01_6_40710_51321,2022-01-12-New01,6,40710,51321,1379378,11,"D:\Microscopic Image\原始数据集\2022-01-12-New01\6\2022-01-12-12-05-07.141-40710,51321,1379378.tif",1379128,False,250,250,5,5,50.0,,41.20962142944336,37.91869116806967,19.752100069000463,11.604042187435557,0.0,28.598474502563477,1.0867891311645508,0.2304974724264706,0.0,80.0,0.0,10.0,90.0,0.0,30.0,异常,44.0,异常,z_prior_plus_fov_ranked_metrics_v2
2022-01-12-New01_6_40710_51679_Z01,2022-01-12-New01_6_40710_51679,2022-01-12-New01,6,40710,51679,1378878,1,"D:\Microscopic Image\原始数据集\2022-01-12-New01\6\2022-01-12-12-04-22.127-40710,51679,1378878.tif",1379028,False,-150,150,-3,3,74.0,,42.41059494018555,31.347472946772555,108.37873953071613,9.88600549047555,2.8722426470588235e-05,29.035629272460938,1.352919101715088,0.18613728043300654,0.0,0.0,20.0,0.0,60.0,100.0,30.0,异常,60.8,差,z_prior_plus_fov_ranked_metrics_v2
2022-01-12-New01_6_40710_51679_Z02,2022-01-12-New01_6_40710_51679,2022-01-12-New01,6,40710,51679,1378928,2,"D:\Microscopic Image\原始数据集\2022-01-12-New01\6\2022-01-12-12-04-21.093-40710,51679,1378928.tif",1379028,False,-100,100,-2,2,82.0,,43.2534294128418,32.294355689285126,259.11214571874524,10.605142836697054,6.063623366013072e-05,29.049436569213867,1.3393495082855225,0.18395437602124182,10.0,20.0,40.0,20.0,50.0,90.0,38.333333333333336,异常,68.9,差,z_prior_plus_fov_ranked_metrics_v2
2022-01-12-New01_6_40710_51679_Z03,2022-01-12-New01_6_40710_51679,2022-01-12-New01,6,40710,51679,1378978,3,"D:\Microscopic Image\原始数据集\2022-01-12-New01\6\2022-01-12-12-04-20.062-40710,51679,1378978.tif",1379028,False,-50,50,-1,1,90.0,,44.125579833984375,33.11923471265353,482.02149242126325,11.313460001390435,0.00014042075163398692,29.05237579345703,1.3323248624801636,0.1815767973856209,40.0,30.0,60.0,30.0,10.0,80.0,41.666666666666664,异常,75.5,中,z_prior_plus_fov_ranked_metrics_v2
2022-01-12-New01_6_40710_51679_Z04,2022-01-12-New01_6_40710_51679,2022-01-12-New01,6,40710,51679,1379028,4,"D:\Microscopic Image\原始数据集\2022-01-12-New01\6\2022-01-12-12-04-19.031-40710,51679,1379028.tif",1379028,True,0,0,0,0,100.0,,44.692142486572266,33.964250033066925,616.084604077166,11.856437722748776,0.00016595179738562092,29.090749740600586,1.3158583641052246,0.18222145629084968,60.0,40.0,70.0,50.0,0.0,70.0,48.333333333333336,异常,84.5,良,z_prior_plus_fov_ranked_metrics_v2
2022-01-12-New01_6_40710_51679_Z05,2022-01-12-New01_6_40710_51679,2022-01-12-New01,6,40710,51679,1379078,5,"D:\Microscopic Image\原始数据集\2022-01-12-New01\6\2022-01-12-12-04-18.002-40710,51679,1379078.tif",1379028,False,50,50,1,1,90.0,,45.12385559082031,34.65433955209567,642.6920510017903,12.287722881249717,0.00011808108660130719,29.123855590820312,1.3021126985549927,0.18510965584150327,80.0,50.0,80.0,70.0,20.0,60.0,60.0,差,81.0,良,z_prior_plus_fov_ranked_metrics_v2
2022-01-12-New01_6_40710_51679_Z06,2022-01-12-New01_6_40710_51679,2022-01-12-New01,6,40710,51679,1379128,6,"D:\Microscopic Image\原始数据集\2022-01-12-New01\6\2022-01-12-12-04-16.968-40710,51679,1379128.tif",1379028,False,100,100,2,2,82.0,,45.34804916381836,35.10665832022164,742.3795586428107,12.540788727980184,0.00011169832516339869,29.148834228515625,1.2917221784591675,0.18898080065359477,100.0,60.0,90.0,90.0,30.0,50.0,70.0,中,78.4,中,z_prior_plus_fov_ranked_metrics_v2
2022-01-12-New01_6_40710_51679_Z07,2022-01-12-New01_6_40710_51679,2022-01-12-New01,6,40710,51679,1379178,7,"D:\Microscopic Image\原始数据集\2022-01-12-New01\6\2022-01-12-12-04-15.937-40710,51679,1379178.tif",1379028,False,150,150,3,3,74.0,,45.284671783447266,35.35167614014689,861.8523035029135,12.579208385637633,9.574142156862745e-05,29.17099952697754,1.28097665309906,0.19744434232026145,90.0,70.0,100.0,100.0,40.0,40.0,73.33333333333333,中,73.8,中,z_prior_plus_fov_ranked_metrics_v2
2022-01-12-New01_6_40710_51679_Z08,2022-01-12-New01_6_40710_51679,2022-01-12-New01,6,40710,51679,1379228,8,"D:\Microscopic Image\原始数据集\2022-01-12-New01\6\2022-01-12-12-04-14.906-40710,51679,1379228.tif",1379028,False,200,200,4,4,62.0,,44.82778549194336,35.48694351516753,451.09006559368663,12.355311537136737,1.914828431372549e-05,29.220319747924805,1.2632191181182861,0.20901628880718953,70.0,80.0,50.0,80.0,70.0,30.0,63.333333333333336,差,62.400000000000006,差,z_prior_plus_fov_ranked_metrics_v2
2022-01-12-New01_6_40710_51679_Z09,2022-01-12-New01_6_40710_51679,2022-01-12-New01,6,40710,51679,1379278,9,"D:\Microscopic Image\原始数据集\2022-01-12-New01\6\2022-01-12-12-04-13.877-40710,51679,1379278.tif",1379028,False,250,250,5,5,50.0,,44.24622344970703,35.64182048926187,134.41295084304187,12.052429254921964,3.1913807189542485e-06,29.2841796875,1.2414131164550781,0.22002974366830066,50.0,90.0,30.0,60.0,80.0,20.0,55.0,差,51.5,差,z_prior_plus_fov_ranked_metrics_v2
2022-01-12-New01_6_40710_51679_Z10,2022-01-12-New01_6_40710_51679,2022-01-12-New01,6,40710,51679,1379328,10,"D:\Microscopic Image\原始数据集\2022-01-12-New01\6\2022-01-12-12-04-12.843-40710,51679,1379328.tif",1379028,False,300,300,6,6,50.0,,43.52540588378906,35.746247338618744,41.538356937239485,11.631672960386037,0.0,29.362428665161133,1.2176216840744019,0.23446755004084968,20.0,100.0,10.0,40.0,95.0,10.0,45.833333333333336,异常,48.75,异常,z_prior_plus_fov_ranked_metrics_v2
2022-01-12-New01_6_40710_51679_Z11,2022-01-12-New01_6_40710_51679,2022-01-12-New01,6,40710,51679,1379378,11,"D:\Microscopic Image\原始数据集\2022-01-12-New01\6\2022-01-12-12-04-11.796-40710,51679,1379378.tif",1379028,False,350,350,7,7,50.0,,43.95277404785156,31.390653381597577,33.63841151543035,10.097465292798157,0.0,29.814437866210938,1.4001866579055786,0.21719898897058823,30.0,10.0,0.0,10.0,95.0,0.0,24.166666666666668,异常,42.25,异常,z_prior_plus_fov_ranked_metrics_v2
2022-01-12-New01_6_40710_52037_Z01,2022-01-12-New01_6_40710_52037,2022-01-12-New01,6,40710,52037,1378878,1,"D:\Microscopic Image\原始数据集\2022-01-12-New01\6\2022-01-12-12-03-26.437-40710,52037,1378878.tif",1379178,False,-300,300,-6,6,50.0,,43.37069320678711,30.349630289322725,37.06975952862404,9.529433581336475,0.0,29.752796173095703,1.4290353059768677,0.20309946895424835,0.0,0.0,10.0,0.0,100.0,70.0,30.0,异常,44.0,异常,z_prior_plus_fov_ranked_metrics_v2
2022-01-12-New01_6_40710_52037_Z02,2022-01-12-New01_6_40710_52037,2022-01-12-New01,6,40710,52037,1378928,2,"D:\Microscopic Image\原始数据集\2022-01-12-New01\6\2022-01-12-12-03-25.406-40710,52037,1378928.tif",1379178,False,-250,250,-5,5,50.0,,44.184879302978516,31.35390040708933,146.85829054166956,10.238009373442454,2.2339665032679737e-05,29.75716209411621,1.4092307090759277,0.20084316278594772,10.0,10.0,30.0,10.0,90.0,60.0,35.0,异常,45.5,异常,z_prior_plus_fov_ranked_metrics_v2
2022-01-12-New01_6_40710_52037_Z03,2022-01-12-New01_6_40710_52037,2022-01-12-New01,6,40710,52037,1378978,3,"D:\Microscopic Image\原始数据集\2022-01-12-New01\6\2022-01-12-12-03-24.374-40710,52037,1378978.tif",1379178,False,-200,200,-4,4,62.0,,44.96689224243164,32.25160948265447,327.19275101613226,10.892913283091534,7.340175653594771e-05,29.7794189453125,1.3942526578903198,0.199148539624183,40.0,20.0,50.0,30.0,70.0,50.0,43.333333333333336,异常,56.4,差,z_prior_plus_fov_ranked_metrics_v2
2022-01-12-New01_6_40710_52037_Z04,2022-01-12-New01_6_40710_52037,2022-01-12-New01,6,40710,52037,1379028,4,"D:\Microscopic Image\原始数据集\2022-01-12-New01\6\2022-01-12-12-03-23.344-40710,52037,1379028.tif",1379178,False,-150,150,-3,3,74.0,,45.60929870605469,33.289396381569645,491.4453189364362,11.5298443719082,0.00014680351307189542,29.81243324279785,1.3700848817825317,0.19907832924836602,90.0,40.0,60.0,40.0,30.0,40.0,50.0,差,66.8,差,z_prior_plus_fov_ranked_metrics_v2
2022-01-12-New01_6_40710_52037_Z05,2022-01-12-New01_6_40710_52037,2022-01-12-New01,6,40710,52037,1379078,5,"D:\Microscopic Image\原始数据集\2022-01-12-New01\6\2022-01-12-12-03-22.312-40710,52037,1379078.tif",1379178,False,-100,100,-2,2,82.0,,44.82805633544922,39.4115957470334,519.7261983403329,13.469845194891652,0.00017552593954248366,29.507007598876953,1.1374331712722778,0.23295483558006536,20.0,80.0,70.0,80.0,10.0,100.0,60.0,差,75.4,中,z_prior_plus_fov_ranked_metrics_v2
2022-01-12-New01_6_40710_52037_Z06,2022-01-12-New01_6_40710_52037,2022-01-12-New01,6,40710,52037,1379128,6,"D:\Microscopic Image\原始数据集\2022-01-12-New01\6\2022-01-12-12-03-21.291-40710,52037,1379128.tif",1379178,False,-50,50,-1,1,90.0,,45.034095764160156,40.094537227822435,605.5166178399443,13.782293607368066,0.00018829146241830066,29.55385398864746,1.1231977939605713,0.23578878165849673,50.0,90.0,80.0,90.0,0.0,90.0,66.66666666666667,差,83.0,良,z_prior_plus_fov_ranked_metrics_v2
2022-01-12-New01_6_40710_52037_Z07,2022-01-12-New01_6_40710_52037,2022-01-12-New01,6,40710,52037,1379178,7,"D:\Microscopic Image\原始数据集\2022-01-12-New01\6\2022-01-12-12-03-20.249-40710,52037,1379178.tif",1379178,True,0,0,0,0,100.0,,45.13904571533203,40.672843420828755,756.0466166847273,14.003222430176383,0.00015637765522875816,29.59815788269043,1.1098079681396484,0.24416615604575165,60.0,100.0,100.0,100.0,20.0,80.0,76.66666666666667,中,93.0,优,z_prior_plus_fov_ranked_metrics_v2
2022-01-12-New01_6_40710_52037_Z08,2022-01-12-New01_6_40710_52037,2022-01-12-New01,6,40710,52037,1379228,8,"D:\Microscopic Image\原始数据集\2022-01-12-New01\6\2022-01-12-12-03-19.219-40710,52037,1379228.tif",1379178,False,50,50,1,1,90.0,,46.02162551879883,35.33753183337736,712.9417284648475,12.309924507915621,0.00014042075163398692,29.9898681640625,1.3023440837860107,0.22476575265522875,100.0,50.0,90.0,70.0,40.0,30.0,63.333333333333336,差,82.0,良,z_prior_plus_fov_ranked_metrics_v2
2022-01-12-New01_6_40710_52037_Z09,2022-01-12-New01_6_40710_52037,2022-01-12-New01,6,40710,52037,1379278,9,"D:\Microscopic Image\原始数据集\2022-01-12-New01\6\2022-01-12-12-03-18.187-40710,52037,1379278.tif",1379178,False,100,100,2,2,82.0,,45.56869888305664,35.80330760419272,258.1008110824125,12.16424464319667,6.382761437908497e-05,30.08664321899414,1.2727510929107666,0.23742595996732027,80.0,60.0,40.0,60.0,80.0,20.0,56.666666666666664,差,74.4,中,z_prior_plus_fov_ranked_metrics_v2
2022-01-12-New01_6_40710_52037_Z10,2022-01-12-New01_6_40710_52037,2022-01-12-New01,6,40710,52037,1379328,10,"D:\Microscopic Image\原始数据集\2022-01-12-New01\6\2022-01-12-12-03-17.156-40710,52037,1379328.tif",1379178,False,150,150,3,3,74.0,,44.919715881347656,36.135532405032166,58.774597719500306,11.845733047660895,7.659313725490196e-05,30.19440460205078,1.2430899143218994,0.2534530739379085,30.0,70.0,20.0,50.0,60.0,10.0,40.0,异常,63.8,差,z_prior_plus_fov_ranked_metrics_v2
2022-01-12-New01_6_40710_52037_Z11,2022-01-12-New01_6_40710_52037,2022-01-12-New01,6,40710,52037,1379378,11,"D:\Microscopic Image\原始数据集\2022-01-12-New01\6\2022-01-12-12-03-16.109-40710,52037,1379378.tif",1379178,False,200,200,4,4,62.0,,45.509674072265625,32.379392487147484,35.695097436233425,10.578603330092816,8.297589869281046e-05,30.64130401611328,1.4055135250091553,0.2353802849264706,70.0,30.0,0.0,20.0,50.0,0.0,28.333333333333332,异常,51.9,差,z_prior_plus_fov_ranked_metrics_v2
2022-01-12-New01_6_40710_52395_Z01,2022-01-12-New01_6_40710_52395,2022-01-12-New01,6,40710,52395,1378878,1,"D:\Microscopic Image\原始数据集\2022-01-12-New01\6\2022-01-12-12-02-31.265-40710,52395,1378878.tif",1379078,False,-200,200,-4,4,62.0,,39.46063995361328,30.457729229901773,20.23507164079625,8.736238624121885,0.0,28.14208221435547,1.2955870628356934,0.14424402573529413,0.0,0.0,0.0,0.0,85.0,100.0,30.833333333333332,异常,52.65,差,z_prior_plus_fov_ranked_metrics_v2
2022-01-12-New01_6_40710_52395_Z02,2022-01-12-New01_6_40710_52395,2022-01-12-New01,6,40710,52395,1378928,2,"D:\Microscopic Image\原始数据集\2022-01-12-New01\6\2022-01-12-12-02-30.234-40710,52395,1378928.tif",1379078,False,-150,150,-3,3,74.0,,40.212093353271484,31.52038085705171,61.81958870246191,9.454794997233165,0.0,28.150148391723633,1.2757489681243896,0.1460024765114379,10.0,10.0,20.0,10.0,85.0,90.0,37.5,异常,63.05,差,z_prior_plus_fov_ranked_metrics_v2
2022-01-12-New01_6_40710_52395_Z03,2022-01-12-New01_6_40710_52395,2022-01-12-New01,6,40710,52395,1378978,3,"D:\Microscopic Image\原始数据集\2022-01-12-New01\6\2022-01-12-12-02-29.205-40710,52395,1378978.tif",1379078,False,-100,100,-2,2,82.0,,41.01366424560547,32.69003535451767,261.59079444925396,10.238487405481608,1.2765522875816994e-05,28.168224334716797,1.2546228170394897,0.14645884395424835,20.0,20.0,40.0,20.0,50.0,80.0,38.333333333333336,异常,68.9,差,z_prior_plus_fov_ranked_metrics_v2
2022-01-12-New01_6_40710_52395_Z04,2022-01-12-New01_6_40710_52395,2022-01-12-New01,6,40710,52395,1379028,4,"D:\Microscopic Image\原始数据集\2022-01-12-New01\6\2022-01-12-12-02-28.171-40710,52395,1379028.tif",1379078,False,-50,50,-1,1,90.0,,41.64592742919922,33.82422990511147,488.9457118895945,10.918393735352936,3.829656862745098e-05,28.20270538330078,1.2312453985214233,0.14742264093137256,40.0,40.0,60.0,40.0,10.0,70.0,43.333333333333336,异常,76.0,中,z_prior_plus_fov_ranked_metrics_v2
2022-01-12-New01_6_40710_52395_Z05,2022-01-12-New01_6_40710_52395,2022-01-12-New01,6,40710,52395,1379078,5,"D:\Microscopic Image\原始数据集\2022-01-12-New01\6\2022-01-12-12-02-27.140-40710,52395,1379078.tif",1379078,True,0,0,0,0,100.0,,42.18230438232422,35.06829218256877,567.6688892671264,11.580472600761025,5.425347222222222e-05,28.25259780883789,1.2028616666793823,0.14918428308823528,70.0,50.0,90.0,50.0,0.0,60.0,53.333333333333336,差,86.0,良,z_prior_plus_fov_ranked_metrics_v2
2022-01-12-New01_6_40710_52395_Z06,2022-01-12-New01_6_40710_52395,2022-01-12-New01,6,40710,52395,1379128,6,"D:\Microscopic Image\原始数据集\2022-01-12-New01\6\2022-01-12-12-02-26.109-40710,52395,1379128.tif",1379078,False,50,50,1,1,90.0,,42.609466552734375,36.02646755291651,535.5871342299197,12.103868484294251,1.5956903594771243e-05,28.29389762878418,1.1827267408370972,0.15276501225490197,100.0,60.0,70.0,70.0,30.0,50.0,63.333333333333336,差,82.0,良,z_prior_plus_fov_ranked_metrics_v2
2022-01-12-New01_6_40710_52395_Z07,2022-01-12-New01_6_40710_52395,2022-01-12-New01,6,40710,52395,1379178,7,"D:\Microscopic Image\原始数据集\2022-01-12-New01\6\2022-01-12-12-02-25.080-40710,52395,1379178.tif",1379078,False,100,100,2,2,82.0,,42.58552932739258,36.81926016060647,559.1691292230265,12.30564350962844,1.2765522875816994e-05,28.352697372436523,1.156610131263733,0.16299977022058823,90.0,70.0,80.0,80.0,50.0,40.0,68.33333333333333,差,77.9,中,z_prior_plus_fov_ranked_metrics_v2
2022-01-12-New01_6_40710_52395_Z08,2022-01-12-New01_6_40710_52395,2022-01-12-New01,6,40710,52395,1379228,8,"D:\Microscopic Image\原始数据集\2022-01-12-New01\6\2022-01-12-12-02-24.046-40710,52395,1379228.tif",1379078,False,150,150,3,3,74.0,,42.462501525878906,37.43375998067996,684.5288697208899,12.377882885718462,2.5531045751633988e-05,28.421810150146484,1.134337067604065,0.17166436887254902,80.0,80.0,100.0,100.0,20.0,30.0,68.33333333333333,差,72.3,中,z_prior_plus_fov_ranked_metrics_v2
2022-01-12-New01_6_40710_52395_Z09,2022-01-12-New01_6_40710_52395,2022-01-12-New01,6,40710,52395,1379278,9,"D:\Microscopic Image\原始数据集\2022-01-12-New01\6\2022-01-12-12-02-23.015-40710,52395,1379278.tif",1379078,False,200,200,4,4,62.0,,42.029537200927734,38.290495723711004,433.69000122995465,12.319696777171405,1.2765522875816994e-05,28.5068302154541,1.097649335861206,0.18464371425653595,60.0,90.0,50.0,90.0,50.0,20.0,60.0,差,61.400000000000006,差,z_prior_plus_fov_ranked_metrics_v2
2022-01-12-New01_6_40710_52395_Z10,2022-01-12-New01_6_40710_52395,2022-01-12-New01,6,40710,52395,1379328,10,"D:\Microscopic Image\原始数据集\2022-01-12-New01\6\2022-01-12-12-02-21.984-40710,52395,1379328.tif",1379078,False,250,250,5,5,50.0,,41.338531494140625,39.05038571481337,78.93421011693272,12.036959794309457,0.0,28.596269607543945,1.0585947036743164,0.19795177185457516,30.0,100.0,30.0,60.0,85.0,10.0,52.5,差,50.75,差,z_prior_plus_fov_ranked_metrics_v2
