image_id,split,image_path,relative_image_path,group_new_id,group_id,source_partner,dataset,folder,x,y,z,image_no,is_expert_best,reference_score,reference_level,quality_score,quality_level,label_source,source_note,source_image_path,source_table
G0017_C3BE9E_Z01,train,D:\Microscopic Image\iqa_dataset_expert_best_standard_split\train\images\G0017_C3BE9E\G0017_C3BE9E_Z01.tif,train/images/G0017_C3BE9E/G0017_C3BE9E_Z01.tif,G0017_C3BE9E,2022-01-12-New01_4_39366_52037,partner_B,2022-01-12-New01,4,39366,52037,1378878,1,False,62.0,差,66.0,差,expert_best_prior+objective_metrics+human_qc,与参考焦面评分基本一致,D:\Microscopic Image\expert_best_standard\partner_B\groups\2022-01-12-New01_4_39366_52037\01_z1378878_ref62_差.tif,D:\Microscopic Image\expert_best_standard\partner_B\partner_B_annotation_table_simplified.csv
G0017_C3BE9E_Z02,train,D:\Microscopic Image\iqa_dataset_expert_best_standard_split\train\images\G0017_C3BE9E\G0017_C3BE9E_Z02.tif,train/images/G0017_C3BE9E/G0017_C3BE9E_Z02.tif,G0017_C3BE9E,2022-01-12-New01_4_39366_52037,partner_B,2022-01-12-New01,4,39366,52037,1378928,2,False,74.0,中,78.0,中,expert_best_prior+objective_metrics+human_qc,与参考焦面评分基本一致,D:\Microscopic Image\expert_best_standard\partner_B\groups\2022-01-12-New01_4_39366_52037\02_z1378928_ref74_中.tif,D:\Microscopic Image\expert_best_standard\partner_B\partner_B_annotation_table_simplified.csv
G0017_C3BE9E_Z03,train,D:\Microscopic Image\iqa_dataset_expert_best_standard_split\train\images\G0017_C3BE9E\G0017_C3BE9E_Z03.tif,train/images/G0017_C3BE9E/G0017_C3BE9E_Z03.tif,G0017_C3BE9E,2022-01-12-New01_4_39366_52037,partner_B,2022-01-12-New01,4,39366,52037,1378978,3,False,82.0,良,86.9,良,expert_best_prior+objective_metrics+human_qc,与参考焦面评分基本一致,D:\Microscopic Image\expert_best_standard\partner_B\groups\2022-01-12-New01_4_39366_52037\03_z1378978_ref82_良.tif,D:\Microscopic Image\expert_best_standard\partner_B\partner_B_annotation_table_simplified.csv
G0017_C3BE9E_Z04,train,D:\Microscopic Image\iqa_dataset_expert_best_standard_split\train\images\G0017_C3BE9E\G0017_C3BE9E_Z04.tif,train/images/G0017_C3BE9E/G0017_C3BE9E_Z04.tif,G0017_C3BE9E,2022-01-12-New01_4_39366_52037,partner_B,2022-01-12-New01,4,39366,52037,1379028,4,False,90.0,优,91.5,优,expert_best_prior+objective_metrics+human_qc,与参考焦面评分基本一致,D:\Microscopic Image\expert_best_standard\partner_B\groups\2022-01-12-New01_4_39366_52037\04_z1379028_ref90_优.tif,D:\Microscopic Image\expert_best_standard\partner_B\partner_B_annotation_table_simplified.csv
G0017_C3BE9E_Z05,train,D:\Microscopic Image\iqa_dataset_expert_best_standard_split\train\images\G0017_C3BE9E\G0017_C3BE9E_Z05.tif,train/images/G0017_C3BE9E/G0017_C3BE9E_Z05.tif,G0017_C3BE9E,2022-01-12-New01_4_39366_52037,partner_B,2022-01-12-New01,4,39366,52037,1379078,5,True,100.0,优,95.9,优,expert_best_prior+objective_metrics+human_qc,与参考焦面评分基本一致,D:\Microscopic Image\expert_best_standard\partner_B\groups\2022-01-12-New01_4_39366_52037\05_z1379078_ref100_优.tif,D:\Microscopic Image\expert_best_standard\partner_B\partner_B_annotation_table_simplified.csv
G0017_C3BE9E_Z06,train,D:\Microscopic Image\iqa_dataset_expert_best_standard_split\train\images\G0017_C3BE9E\G0017_C3BE9E_Z06.tif,train/images/G0017_C3BE9E/G0017_C3BE9E_Z06.tif,G0017_C3BE9E,2022-01-12-New01_4_39366_52037,partner_B,2022-01-12-New01,4,39366,52037,1379128,6,False,90.0,优,91.8,优,expert_best_prior+objective_metrics+human_qc,与参考焦面评分基本一致,D:\Microscopic Image\expert_best_standard\partner_B\groups\2022-01-12-New01_4_39366_52037\06_z1379128_ref90_优.tif,D:\Microscopic Image\expert_best_standard\partner_B\partner_B_annotation_table_simplified.csv
G0017_C3BE9E_Z07,train,D:\Microscopic Image\iqa_dataset_expert_best_standard_split\train\images\G0017_C3BE9E\G0017_C3BE9E_Z07.tif,train/images/G0017_C3BE9E/G0017_C3BE9E_Z07.tif,G0017_C3BE9E,2022-01-12-New01_4_39366_52037,partner_B,2022-01-12-New01,4,39366,52037,1379178,7,False,82.0,良,86.0,良,expert_best_prior+objective_metrics+human_qc,与参考焦面评分基本一致,D:\Microscopic Image\expert_best_standard\partner_B\groups\2022-01-12-New01_4_39366_52037\07_z1379178_ref82_良.tif,D:\Microscopic Image\expert_best_standard\partner_B\partner_B_annotation_table_simplified.csv
G0017_C3BE9E_Z08,train,D:\Microscopic Image\iqa_dataset_expert_best_standard_split\train\images\G0017_C3BE9E\G0017_C3BE9E_Z08.tif,train/images/G0017_C3BE9E/G0017_C3BE9E_Z08.tif,G0017_C3BE9E,2022-01-12-New01_4_39366_52037,partner_B,2022-01-12-New01,4,39366,52037,1379228,8,False,74.0,中,78.5,中,expert_best_prior+objective_metrics+human_qc,与参考焦面评分基本一致,D:\Microscopic Image\expert_best_standard\partner_B\groups\2022-01-12-New01_4_39366_52037\08_z1379228_ref74_中.tif,D:\Microscopic Image\expert_best_standard\partner_B\partner_B_annotation_table_simplified.csv
G0017_C3BE9E_Z09,train,D:\Microscopic Image\iqa_dataset_expert_best_standard_split\train\images\G0017_C3BE9E\G0017_C3BE9E_Z09.tif,train/images/G0017_C3BE9E/G0017_C3BE9E_Z09.tif,G0017_C3BE9E,2022-01-12-New01_4_39366_52037,partner_B,2022-01-12-New01,4,39366,52037,1379278,9,False,62.0,差,74.6,中,expert_best_prior+objective_metrics+human_qc,与参考焦面评分基本一致,D:\Microscopic Image\expert_best_standard\partner_B\groups\2022-01-12-New01_4_39366_52037\09_z1379278_ref62_差.tif,D:\Microscopic Image\expert_best_standard\partner_B\partner_B_annotation_table_simplified.csv
G0017_C3BE9E_Z10,train,D:\Microscopic Image\iqa_dataset_expert_best_standard_split\train\images\G0017_C3BE9E\G0017_C3BE9E_Z10.tif,train/images/G0017_C3BE9E/G0017_C3BE9E_Z10.tif,G0017_C3BE9E,2022-01-12-New01_4_39366_52037,partner_B,2022-01-12-New01,4,39366,52037,1379328,10,False,50.0,差,69.0,差,expert_best_prior+objective_metrics+human_qc,与参考焦面评分基本一致,D:\Microscopic Image\expert_best_standard\partner_B\groups\2022-01-12-New01_4_39366_52037\10_z1379328_ref50_差.tif,D:\Microscopic Image\expert_best_standard\partner_B\partner_B_annotation_table_simplified.csv
G0017_C3BE9E_Z11,train,D:\Microscopic Image\iqa_dataset_expert_best_standard_split\train\images\G0017_C3BE9E\G0017_C3BE9E_Z11.tif,train/images/G0017_C3BE9E/G0017_C3BE9E_Z11.tif,G0017_C3BE9E,2022-01-12-New01_4_39366_52037,partner_B,2022-01-12-New01,4,39366,52037,1379378,11,False,50.0,差,70.0,中,expert_best_prior+objective_metrics+human_qc,与参考焦面评分基本一致,D:\Microscopic Image\expert_best_standard\partner_B\groups\2022-01-12-New01_4_39366_52037\11_z1379378_ref50_差.tif,D:\Microscopic Image\expert_best_standard\partner_B\partner_B_annotation_table_simplified.csv
G0018_853390_Z01,train,D:\Microscopic Image\iqa_dataset_expert_best_standard_split\train\images\G0018_853390\G0018_853390_Z01.tif,train/images/G0018_853390/G0018_853390_Z01.tif,G0018_853390,2022-01-12-New01_4_39366_52395,partner_C,2022-01-12-New01,4,39366,52395,1378878,1,False,50.0,差,65.5,差,expert_best_prior+objective_metrics+human_qc,与参考焦面评分基本一致,D:\Microscopic Image\expert_best_standard\partner_C\groups\2022-01-12-New01_4_39366_52395\01_z1378878_ref50_差.tif,D:\Microscopic Image\expert_best_standard\partner_C\partner_C_annotation_table_simplified .csv
G0018_853390_Z02,train,D:\Microscopic Image\iqa_dataset_expert_best_standard_split\train\images\G0018_853390\G0018_853390_Z02.tif,train/images/G0018_853390/G0018_853390_Z02.tif,G0018_853390,2022-01-12-New01_4_39366_52395,partner_C,2022-01-12-New01,4,39366,52395,1378928,2,False,62.0,差,74.1,中,expert_best_prior+objective_metrics+human_qc,与参考焦面评分基本一致,D:\Microscopic Image\expert_best_standard\partner_C\groups\2022-01-12-New01_4_39366_52395\02_z1378928_ref62_差.tif,D:\Microscopic Image\expert_best_standard\partner_C\partner_C_annotation_table_simplified .csv
G0018_853390_Z03,train,D:\Microscopic Image\iqa_dataset_expert_best_standard_split\train\images\G0018_853390\G0018_853390_Z03.tif,train/images/G0018_853390/G0018_853390_Z03.tif,G0018_853390,2022-01-12-New01_4_39366_52395,partner_C,2022-01-12-New01,4,39366,52395,1378978,3,False,74.0,中,80.8,良,expert_best_prior+objective_metrics+human_qc,与参考焦面评分基本一致,D:\Microscopic Image\expert_best_standard\partner_C\groups\2022-01-12-New01_4_39366_52395\03_z1378978_ref74_中.tif,D:\Microscopic Image\expert_best_standard\partner_C\partner_C_annotation_table_simplified .csv
G0018_853390_Z04,train,D:\Microscopic Image\iqa_dataset_expert_best_standard_split\train\images\G0018_853390\G0018_853390_Z04.tif,train/images/G0018_853390/G0018_853390_Z04.tif,G0018_853390,2022-01-12-New01_4_39366_52395,partner_C,2022-01-12-New01,4,39366,52395,1379028,4,False,82.0,良,86.0,良,expert_best_prior+objective_metrics+human_qc,与参考焦面评分基本一致,D:\Microscopic Image\expert_best_standard\partner_C\groups\2022-01-12-New01_4_39366_52395\04_z1379028_ref82_良.tif,D:\Microscopic Image\expert_best_standard\partner_C\partner_C_annotation_table_simplified .csv
G0018_853390_Z05,train,D:\Microscopic Image\iqa_dataset_expert_best_standard_split\train\images\G0018_853390\G0018_853390_Z05.tif,train/images/G0018_853390/G0018_853390_Z05.tif,G0018_853390,2022-01-12-New01_4_39366_52395,partner_C,2022-01-12-New01,4,39366,52395,1379078,5,False,90.0,优,90.2,优,expert_best_prior+objective_metrics+human_qc,与参考焦面评分基本一致,D:\Microscopic Image\expert_best_standard\partner_C\groups\2022-01-12-New01_4_39366_52395\05_z1379078_ref90_优.tif,D:\Microscopic Image\expert_best_standard\partner_C\partner_C_annotation_table_simplified .csv
G0018_853390_Z06,train,D:\Microscopic Image\iqa_dataset_expert_best_standard_split\train\images\G0018_853390\G0018_853390_Z06.tif,train/images/G0018_853390/G0018_853390_Z06.tif,G0018_853390,2022-01-12-New01_4_39366_52395,partner_C,2022-01-12-New01,4,39366,52395,1379128,6,True,100.0,优,94.6,优,expert_best_prior+objective_metrics+human_qc,综合亮度、结构和噪声后微调,D:\Microscopic Image\expert_best_standard\partner_C\groups\2022-01-12-New01_4_39366_52395\06_z1379128_ref100_优.tif,D:\Microscopic Image\expert_best_standard\partner_C\partner_C_annotation_table_simplified .csv
G0018_853390_Z07,train,D:\Microscopic Image\iqa_dataset_expert_best_standard_split\train\images\G0018_853390\G0018_853390_Z07.tif,train/images/G0018_853390/G0018_853390_Z07.tif,G0018_853390,2022-01-12-New01_4_39366_52395,partner_C,2022-01-12-New01,4,39366,52395,1379178,7,False,90.0,优,89.7,良,expert_best_prior+objective_metrics+human_qc,与参考焦面评分基本一致,D:\Microscopic Image\expert_best_standard\partner_C\groups\2022-01-12-New01_4_39366_52395\07_z1379178_ref90_优.tif,D:\Microscopic Image\expert_best_standard\partner_C\partner_C_annotation_table_simplified .csv
G0018_853390_Z08,train,D:\Microscopic Image\iqa_dataset_expert_best_standard_split\train\images\G0018_853390\G0018_853390_Z08.tif,train/images/G0018_853390/G0018_853390_Z08.tif,G0018_853390,2022-01-12-New01_4_39366_52395,partner_C,2022-01-12-New01,4,39366,52395,1379228,8,False,82.0,良,86.0,良,expert_best_prior+objective_metrics+human_qc,与参考焦面评分基本一致,D:\Microscopic Image\expert_best_standard\partner_C\groups\2022-01-12-New01_4_39366_52395\08_z1379228_ref82_良.tif,D:\Microscopic Image\expert_best_standard\partner_C\partner_C_annotation_table_simplified .csv
G0018_853390_Z09,train,D:\Microscopic Image\iqa_dataset_expert_best_standard_split\train\images\G0018_853390\G0018_853390_Z09.tif,train/images/G0018_853390/G0018_853390_Z09.tif,G0018_853390,2022-01-12-New01_4_39366_52395,partner_C,2022-01-12-New01,4,39366,52395,1379278,9,False,74.0,中,83.0,良,expert_best_prior+objective_metrics+human_qc,与参考焦面评分基本一致,D:\Microscopic Image\expert_best_standard\partner_C\groups\2022-01-12-New01_4_39366_52395\09_z1379278_ref74_中.tif,D:\Microscopic Image\expert_best_standard\partner_C\partner_C_annotation_table_simplified .csv
G0018_853390_Z10,train,D:\Microscopic Image\iqa_dataset_expert_best_standard_split\train\images\G0018_853390\G0018_853390_Z10.tif,train/images/G0018_853390/G0018_853390_Z10.tif,G0018_853390,2022-01-12-New01_4_39366_52395,partner_C,2022-01-12-New01,4,39366,52395,1379328,10,False,62.0,差,79.1,中,expert_best_prior+objective_metrics+human_qc,与参考焦面评分基本一致,D:\Microscopic Image\expert_best_standard\partner_C\groups\2022-01-12-New01_4_39366_52395\10_z1379328_ref62_差.tif,D:\Microscopic Image\expert_best_standard\partner_C\partner_C_annotation_table_simplified .csv
G0018_853390_Z11,train,D:\Microscopic Image\iqa_dataset_expert_best_standard_split\train\images\G0018_853390\G0018_853390_Z11.tif,train/images/G0018_853390/G0018_853390_Z11.tif,G0018_853390,2022-01-12-New01_4_39366_52395,partner_C,2022-01-12-New01,4,39366,52395,1379378,11,False,50.0,差,78.9,中,expert_best_prior+objective_metrics+human_qc,与参考焦面评分基本一致,D:\Microscopic Image\expert_best_standard\partner_C\groups\2022-01-12-New01_4_39366_52395\11_z1379378_ref50_差.tif,D:\Microscopic Image\expert_best_standard\partner_C\partner_C_annotation_table_simplified .csv
G0019_1100B4_Z01,train,D:\Microscopic Image\iqa_dataset_expert_best_standard_split\train\images\G0019_1100B4\G0019_1100B4_Z01.tif,train/images/G0019_1100B4/G0019_1100B4_Z01.tif,G0019_1100B4,2022-01-12-New01_4_39814_51321,partner_A,2022-01-12-New01,4,39814,51321,1378878,1,False,50.0,差,41.8,异常,expert_best_prior+objective_metrics+human_qc,综合亮度、结构和噪声后微调,D:\Microscopic Image\expert_best_standard\partner_A\groups\2022-01-12-New01_4_39814_51321\01_z1378878_ref50_差.tif,D:\Microscopic Image\expert_best_standard\partner_A\partner_A_annotation_table_simplified.csv
G0019_1100B4_Z02,train,D:\Microscopic Image\iqa_dataset_expert_best_standard_split\train\images\G0019_1100B4\G0019_1100B4_Z02.tif,train/images/G0019_1100B4/G0019_1100B4_Z02.tif,G0019_1100B4,2022-01-12-New01_4_39814_51321,partner_A,2022-01-12-New01,4,39814,51321,1378928,2,False,50.0,差,45.2,异常,expert_best_prior+objective_metrics+human_qc,与参考焦面评分基本一致,D:\Microscopic Image\expert_best_standard\partner_A\groups\2022-01-12-New01_4_39814_51321\02_z1378928_ref50_差.tif,D:\Microscopic Image\expert_best_standard\partner_A\partner_A_annotation_table_simplified.csv
G0019_1100B4_Z03,train,D:\Microscopic Image\iqa_dataset_expert_best_standard_split\train\images\G0019_1100B4\G0019_1100B4_Z03.tif,train/images/G0019_1100B4/G0019_1100B4_Z03.tif,G0019_1100B4,2022-01-12-New01_4_39814_51321,partner_A,2022-01-12-New01,4,39814,51321,1378978,3,False,62.0,差,51.8,差,expert_best_prior+objective_metrics+human_qc,综合亮度、结构和噪声后微调,D:\Microscopic Image\expert_best_standard\partner_A\groups\2022-01-12-New01_4_39814_51321\03_z1378978_ref62_差.tif,D:\Microscopic Image\expert_best_standard\partner_A\partner_A_annotation_table_simplified.csv
G0019_1100B4_Z04,train,D:\Microscopic Image\iqa_dataset_expert_best_standard_split\train\images\G0019_1100B4\G0019_1100B4_Z04.tif,train/images/G0019_1100B4/G0019_1100B4_Z04.tif,G0019_1100B4,2022-01-12-New01_4_39814_51321,partner_A,2022-01-12-New01,4,39814,51321,1379028,4,False,74.0,中,60.9,差,expert_best_prior+objective_metrics+human_qc,综合亮度、结构和噪声后微调,D:\Microscopic Image\expert_best_standard\partner_A\groups\2022-01-12-New01_4_39814_51321\04_z1379028_ref74_中.tif,D:\Microscopic Image\expert_best_standard\partner_A\partner_A_annotation_table_simplified.csv
G0019_1100B4_Z05,train,D:\Microscopic Image\iqa_dataset_expert_best_standard_split\train\images\G0019_1100B4\G0019_1100B4_Z05.tif,train/images/G0019_1100B4/G0019_1100B4_Z05.tif,G0019_1100B4,2022-01-12-New01_4_39814_51321,partner_A,2022-01-12-New01,4,39814,51321,1379078,5,False,82.0,良,67.8,差,expert_best_prior+objective_metrics+human_qc,综合亮度、结构和噪声后微调,D:\Microscopic Image\expert_best_standard\partner_A\groups\2022-01-12-New01_4_39814_51321\05_z1379078_ref82_良.tif,D:\Microscopic Image\expert_best_standard\partner_A\partner_A_annotation_table_simplified.csv
G0019_1100B4_Z06,train,D:\Microscopic Image\iqa_dataset_expert_best_standard_split\train\images\G0019_1100B4\G0019_1100B4_Z06.tif,train/images/G0019_1100B4/G0019_1100B4_Z06.tif,G0019_1100B4,2022-01-12-New01_4_39814_51321,partner_A,2022-01-12-New01,4,39814,51321,1379128,6,False,90.0,优,77.8,中,expert_best_prior+objective_metrics+human_qc,综合亮度、结构和噪声后微调,D:\Microscopic Image\expert_best_standard\partner_A\groups\2022-01-12-New01_4_39814_51321\06_z1379128_ref90_优.tif,D:\Microscopic Image\expert_best_standard\partner_A\partner_A_annotation_table_simplified.csv
G0019_1100B4_Z07,train,D:\Microscopic Image\iqa_dataset_expert_best_standard_split\train\images\G0019_1100B4\G0019_1100B4_Z07.tif,train/images/G0019_1100B4/G0019_1100B4_Z07.tif,G0019_1100B4,2022-01-12-New01_4_39814_51321,partner_A,2022-01-12-New01,4,39814,51321,1379178,7,True,100.0,优,87.0,良,expert_best_prior+objective_metrics+human_qc,综合亮度、结构和噪声后微调,D:\Microscopic Image\expert_best_standard\partner_A\groups\2022-01-12-New01_4_39814_51321\07_z1379178_ref100_优.tif,D:\Microscopic Image\expert_best_standard\partner_A\partner_A_annotation_table_simplified.csv
G0019_1100B4_Z08,train,D:\Microscopic Image\iqa_dataset_expert_best_standard_split\train\images\G0019_1100B4\G0019_1100B4_Z08.tif,train/images/G0019_1100B4/G0019_1100B4_Z08.tif,G0019_1100B4,2022-01-12-New01_4_39814_51321,partner_A,2022-01-12-New01,4,39814,51321,1379228,8,False,90.0,优,87.0,良,expert_best_prior+objective_metrics+human_qc,与参考焦面评分基本一致,D:\Microscopic Image\expert_best_standard\partner_A\groups\2022-01-12-New01_4_39814_51321\08_z1379228_ref90_优.tif,D:\Microscopic Image\expert_best_standard\partner_A\partner_A_annotation_table_simplified.csv
G0019_1100B4_Z09,train,D:\Microscopic Image\iqa_dataset_expert_best_standard_split\train\images\G0019_1100B4\G0019_1100B4_Z09.tif,train/images/G0019_1100B4/G0019_1100B4_Z09.tif,G0019_1100B4,2022-01-12-New01_4_39814_51321,partner_A,2022-01-12-New01,4,39814,51321,1379278,9,False,82.0,良,76.6,中,expert_best_prior+objective_metrics+human_qc,综合亮度、结构和噪声后微调,D:\Microscopic Image\expert_best_standard\partner_A\groups\2022-01-12-New01_4_39814_51321\09_z1379278_ref82_良.tif,D:\Microscopic Image\expert_best_standard\partner_A\partner_A_annotation_table_simplified.csv
G0019_1100B4_Z10,train,D:\Microscopic Image\iqa_dataset_expert_best_standard_split\train\images\G0019_1100B4\G0019_1100B4_Z10.tif,train/images/G0019_1100B4/G0019_1100B4_Z10.tif,G0019_1100B4,2022-01-12-New01_4_39814_51321,partner_A,2022-01-12-New01,4,39814,51321,1379328,10,False,74.0,中,66.9,差,expert_best_prior+objective_metrics+human_qc,综合亮度、结构和噪声后微调,D:\Microscopic Image\expert_best_standard\partner_A\groups\2022-01-12-New01_4_39814_51321\10_z1379328_ref74_中.tif,D:\Microscopic Image\expert_best_standard\partner_A\partner_A_annotation_table_simplified.csv
G0019_1100B4_Z11,train,D:\Microscopic Image\iqa_dataset_expert_best_standard_split\train\images\G0019_1100B4\G0019_1100B4_Z11.tif,train/images/G0019_1100B4/G0019_1100B4_Z11.tif,G0019_1100B4,2022-01-12-New01_4_39814_51321,partner_A,2022-01-12-New01,4,39814,51321,1379378,11,False,62.0,差,61.8,差,expert_best_prior+objective_metrics+human_qc,与参考焦面评分基本一致,D:\Microscopic Image\expert_best_standard\partner_A\groups\2022-01-12-New01_4_39814_51321\11_z1379378_ref62_差.tif,D:\Microscopic Image\expert_best_standard\partner_A\partner_A_annotation_table_simplified.csv
G0020_50A392_Z01,train,D:\Microscopic Image\iqa_dataset_expert_best_standard_split\train\images\G0020_50A392\G0020_50A392_Z01.tif,train/images/G0020_50A392/G0020_50A392_Z01.tif,G0020_50A392,2022-01-12-New01_4_39814_51679,partner_B,2022-01-12-New01,4,39814,51679,1378878,1,False,50.0,差,61.0,差,expert_best_prior+objective_metrics+human_qc,综合亮度、结构和噪声后微调,D:\Microscopic Image\expert_best_standard\partner_B\groups\2022-01-12-New01_4_39814_51679\01_z1378878_ref50_差.tif,D:\Microscopic Image\expert_best_standard\partner_B\partner_B_annotation_table_simplified.csv
G0020_50A392_Z02,train,D:\Microscopic Image\iqa_dataset_expert_best_standard_split\train\images\G0020_50A392\G0020_50A392_Z02.tif,train/images/G0020_50A392/G0020_50A392_Z02.tif,G0020_50A392,2022-01-12-New01_4_39814_51679,partner_B,2022-01-12-New01,4,39814,51679,1378928,2,False,50.0,差,63.0,差,expert_best_prior+objective_metrics+human_qc,与参考焦面评分基本一致,D:\Microscopic Image\expert_best_standard\partner_B\groups\2022-01-12-New01_4_39814_51679\02_z1378928_ref50_差.tif,D:\Microscopic Image\expert_best_standard\partner_B\partner_B_annotation_table_simplified.csv
G0020_50A392_Z03,train,D:\Microscopic Image\iqa_dataset_expert_best_standard_split\train\images\G0020_50A392\G0020_50A392_Z03.tif,train/images/G0020_50A392/G0020_50A392_Z03.tif,G0020_50A392,2022-01-12-New01_4_39814_51679,partner_B,2022-01-12-New01,4,39814,51679,1378978,3,False,62.0,差,66.0,差,expert_best_prior+objective_metrics+human_qc,综合亮度、结构和噪声后微调,D:\Microscopic Image\expert_best_standard\partner_B\groups\2022-01-12-New01_4_39814_51679\03_z1378978_ref62_差.tif,D:\Microscopic Image\expert_best_standard\partner_B\partner_B_annotation_table_simplified.csv
G0020_50A392_Z04,train,D:\Microscopic Image\iqa_dataset_expert_best_standard_split\train\images\G0020_50A392\G0020_50A392_Z04.tif,train/images/G0020_50A392/G0020_50A392_Z04.tif,G0020_50A392,2022-01-12-New01_4_39814_51679,partner_B,2022-01-12-New01,4,39814,51679,1379028,4,False,74.0,中,70.0,中,expert_best_prior+objective_metrics+human_qc,综合亮度、结构和噪声后微调,D:\Microscopic Image\expert_best_standard\partner_B\groups\2022-01-12-New01_4_39814_51679\04_z1379028_ref74_中.tif,D:\Microscopic Image\expert_best_standard\partner_B\partner_B_annotation_table_simplified.csv
G0020_50A392_Z05,train,D:\Microscopic Image\iqa_dataset_expert_best_standard_split\train\images\G0020_50A392\G0020_50A392_Z05.tif,train/images/G0020_50A392/G0020_50A392_Z05.tif,G0020_50A392,2022-01-12-New01_4_39814_51679,partner_B,2022-01-12-New01,4,39814,51679,1379078,5,False,82.0,良,81.0,良,expert_best_prior+objective_metrics+human_qc,综合亮度、结构和噪声后微调,D:\Microscopic Image\expert_best_standard\partner_B\groups\2022-01-12-New01_4_39814_51679\05_z1379078_ref82_良.tif,D:\Microscopic Image\expert_best_standard\partner_B\partner_B_annotation_table_simplified.csv
G0020_50A392_Z06,train,D:\Microscopic Image\iqa_dataset_expert_best_standard_split\train\images\G0020_50A392\G0020_50A392_Z06.tif,train/images/G0020_50A392/G0020_50A392_Z06.tif,G0020_50A392,2022-01-12-New01_4_39814_51679,partner_B,2022-01-12-New01,4,39814,51679,1379128,6,False,90.0,优,90.0,优,expert_best_prior+objective_metrics+human_qc,综合亮度、结构和噪声后微调,D:\Microscopic Image\expert_best_standard\partner_B\groups\2022-01-12-New01_4_39814_51679\06_z1379128_ref90_优.tif,D:\Microscopic Image\expert_best_standard\partner_B\partner_B_annotation_table_simplified.csv
G0020_50A392_Z07,train,D:\Microscopic Image\iqa_dataset_expert_best_standard_split\train\images\G0020_50A392\G0020_50A392_Z07.tif,train/images/G0020_50A392/G0020_50A392_Z07.tif,G0020_50A392,2022-01-12-New01_4_39814_51679,partner_B,2022-01-12-New01,4,39814,51679,1379178,7,True,100.0,优,95.0,优,expert_best_prior+objective_metrics+human_qc,综合亮度、结构和噪声后微调,D:\Microscopic Image\expert_best_standard\partner_B\groups\2022-01-12-New01_4_39814_51679\07_z1379178_ref100_优.tif,D:\Microscopic Image\expert_best_standard\partner_B\partner_B_annotation_table_simplified.csv
G0020_50A392_Z08,train,D:\Microscopic Image\iqa_dataset_expert_best_standard_split\train\images\G0020_50A392\G0020_50A392_Z08.tif,train/images/G0020_50A392/G0020_50A392_Z08.tif,G0020_50A392,2022-01-12-New01_4_39814_51679,partner_B,2022-01-12-New01,4,39814,51679,1379228,8,False,90.0,优,93.0,优,expert_best_prior+objective_metrics+human_qc,与参考焦面评分基本一致,D:\Microscopic Image\expert_best_standard\partner_B\groups\2022-01-12-New01_4_39814_51679\08_z1379228_ref90_优.tif,D:\Microscopic Image\expert_best_standard\partner_B\partner_B_annotation_table_simplified.csv
G0020_50A392_Z09,train,D:\Microscopic Image\iqa_dataset_expert_best_standard_split\train\images\G0020_50A392\G0020_50A392_Z09.tif,train/images/G0020_50A392/G0020_50A392_Z09.tif,G0020_50A392,2022-01-12-New01_4_39814_51679,partner_B,2022-01-12-New01,4,39814,51679,1379278,9,False,82.0,良,82.0,良,expert_best_prior+objective_metrics+human_qc,综合亮度、结构和噪声后微调,D:\Microscopic Image\expert_best_standard\partner_B\groups\2022-01-12-New01_4_39814_51679\09_z1379278_ref82_良.tif,D:\Microscopic Image\expert_best_standard\partner_B\partner_B_annotation_table_simplified.csv
G0020_50A392_Z10,train,D:\Microscopic Image\iqa_dataset_expert_best_standard_split\train\images\G0020_50A392\G0020_50A392_Z10.tif,train/images/G0020_50A392/G0020_50A392_Z10.tif,G0020_50A392,2022-01-12-New01_4_39814_51679,partner_B,2022-01-12-New01,4,39814,51679,1379328,10,False,74.0,中,72.0,中,expert_best_prior+objective_metrics+human_qc,与参考焦面评分基本一致,D:\Microscopic Image\expert_best_standard\partner_B\groups\2022-01-12-New01_4_39814_51679\10_z1379328_ref74_中.tif,D:\Microscopic Image\expert_best_standard\partner_B\partner_B_annotation_table_simplified.csv
G0020_50A392_Z11,train,D:\Microscopic Image\iqa_dataset_expert_best_standard_split\train\images\G0020_50A392\G0020_50A392_Z11.tif,train/images/G0020_50A392/G0020_50A392_Z11.tif,G0020_50A392,2022-01-12-New01_4_39814_51679,partner_B,2022-01-12-New01,4,39814,51679,1379378,11,False,62.0,差,62.8,差,expert_best_prior+objective_metrics+human_qc,与参考焦面评分基本一致,D:\Microscopic Image\expert_best_standard\partner_B\groups\2022-01-12-New01_4_39814_51679\11_z1379378_ref62_差.tif,D:\Microscopic Image\expert_best_standard\partner_B\partner_B_annotation_table_simplified.csv
G0021_882DB2_Z01,train,D:\Microscopic Image\iqa_dataset_expert_best_standard_split\train\images\G0021_882DB2\G0021_882DB2_Z01.tif,train/images/G0021_882DB2/G0021_882DB2_Z01.tif,G0021_882DB2,2022-01-12-New01_4_39814_52037,partner_C,2022-01-12-New01,4,39814,52037,1378878,1,False,50.0,差,42.3,异常,expert_best_prior+objective_metrics+human_qc,综合亮度、结构和噪声后微调,D:\Microscopic Image\expert_best_standard\partner_C\groups\2022-01-12-New01_4_39814_52037\01_z1378878_ref50_差.tif,D:\Microscopic Image\expert_best_standard\partner_C\partner_C_annotation_table_simplified .csv
